"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"033FWF3CANLEY002","Canley Brook at Canley","Canley Brook at Canley including Canley Road and The Riddings","308047","3","A","Flood Warning","West Midlands","2013-02-14","2013-02-14"
"033FWF3CECL01","Cecily Brook at Cheadle","Cecily Brook at Cheadle","308048","4","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"033FWF3CHUR001","River Churnet at Leek","River Churnet at Leek including Abbey Green Road, Macclesfield Road, Thomas Street, Grace Street","308049","6","A","Flood Warning","West Midlands","2015-02-06","2015-06-25"
"033FWF3TEAN002","River Tean at Fole and Beamhurst","River Tean at Fole and Beamhurst and the A522","308159","4","A","Flood Warning","West Midlands","2021-05-19","2021-05-19"
"033FWF3CHUR002","River Churnet at Cheddleton","River Churnet at Cheddleton including Cheadle Road and Churnetside Business Park","308050","6","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3CHUR003","River Churnet at Froghall including Consall Forge","River Churnet at Froghall including Consall Forge","308051","4","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"033FWF3CHUR004","River Churnet at Oakamoor","River Churnet at Oakamoor including The Square, Mill Road, Stoney Dale and Red Road","308052","5","A","Flood Warning","West Midlands","2011-12-02","2012-02-29"
"033FWF3CHUR005","River Churnet at Alton","River Churnet at Alton including Red Road and Station Road","308053","4","A","Flood Warning","West Midlands","2011-12-02","2012-02-29"
"033FWF3CHUR007","River Churnet at Rocester","River Churnet at Rocester including the Churnet Bridge area","308055","5","A","Flood Warning","West Midlands","2011-12-02","2012-02-29"
"033FWF3CHUR009","River Churnet at Barnfields","River Churnet at Barnfields including Wall Bridge area, Sunnyhills Road and the A53","308057","2","A","Flood Warning","West Midlands","2015-07-01","2015-07-01"
"033FWF3CLAY001","Clay Coton Brook at Clay Coton and Yelvertoft Brook at Yelvertoft","Clay Coton Village, including Clay Coton Church and defended areas, and Yelvertoft Village, including High Street, Swinnertons Lane, Elkins Close, Elkington Road and Bridgend","052562","6","A","Flood Warning","West Midlands","2021-05-19","2021-05-19"
"033FWF3COLE001","River Cole at Coleshill","River Cole at Coleshill from Cole End to Coleshill Industrial Estate","308058","6","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"034FWFSOCOTES","River Soar at Cotes and Loughborough Moors","River Soar at Cotes and Loughborough Moors including farms around Loughborough Moors","306117","8","A","Flood Warning","East Midlands","2018-04-18","2018-05-23"
"033FWF3COLE010","River Cole at Solihull Lodge","River Cole at Solihull Lodge including Nethercote Gardens, Wise Meadows, Corley Close and Peterbrook Road","308059","5","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3COLE012","River Cole at Sarehole, Hall Green","River Cole at Sarehole Road, Hall Green including Bank Road and Sarehole Road","308060","5","A","Flood Warning","West Midlands","2011-03-22","2011-06-22"
"033FWF3COLE013","River Cole at Sparkhill","River Cole at Sparkhill from Bankside to Greet Bridge including Formans Road","308061","5","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3COLE017","River Cole at Stechford","River Cole at Stechford including Victoria Road, Frederick Road, Gumbleberrys Close, Cottsmeadow Drive and Everton Road","308065","5","A","Flood Warning","West Midlands","2011-03-22","2011-06-22"
"033FWF3COLE019","River Cole at Babbs Mill","River Cole at Babbs Mill including Corinne Croft and Eileen Gardens","308067","6","A","Flood Warning","West Midlands","2011-07-27","2011-11-03"
"033FWF3DENE01","River Dene at Wellesbourne","River Dene at Wellesbourne including Church Walk, Bridge Street and Willow Drive","308069","6","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3DOVE001","River Dove from Coldwall Bridge to Okeover","River Dove from Coldwall Bridge to Okeover including Dove Cottage, Okeover Mill and Manor House","308071","3","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3DOVE002","River Dove at Hangingbridge and Church Mayfield","River Dove at Hangingbridge and Church Mayfield including Hangingbridge Village, Clifton Bridge area, Mayfield Terrace, West View and South View in Mayfield and Sidesmill Farm","308072","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3DOVE004","River Dove at Rocester","River Dove at Rocester including Mill Street near Rocester Bridge","308074","5","A","Flood Warning","West Midlands","2014-01-09","2014-02-20"
"112FWTCLE02","Somerset coast at Clevedon, properties located behind Marshalls Field","Marshalls Field area to Fosseway and Churchill Avenue to the east to Old Church Road to the north including Strode Road and Tweed Road Industrial Estate","164281","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
"033FWF3DOVE008","River Dove at Marston on Dove","River Dove at Marston on Dove including all properties on Marston Lane","308075","4","A","Flood Warning","West Midlands","2012-12-05","2013-02-20"
"033FWF3DOVE011","River Dove at Fauld Cottage Farm and Cornill Lane","River Dove at Fauld Cottage Farm and Cornill Lane","308076","1","A","Flood Warning","West Midlands","2014-04-14","2014-07-03"
"033FWF3DOVE012","River Dove at Doveridge and Sudbury","River Dove at Doveridge and Sudbury including properties between A50 and Sudbury","308077","3","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3EARLSWOOD","River Blythe at Earlswood","River Blythe at Earlswood from Valley Road to the Industrial estate","308187","3","A","Flood Warning","West Midlands","2017-08-30","2017-08-30"
"033FWF3EGGINTON","River Dove and Egginton Brook at Egginton","River Dove and Egginton Brook at Egginton including Egginton Village and Derby Road","308081","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3ETWALL","Etwall Brook at Etwall","Etwall Brook at Etwall including Old Station Close and Heage Lane areas","308192","1","A","Flood Warning","West Midlands","2020-10-07","2020-11-25"
"033FWF3FORD01","Ford Brook at Bescot","Ford Brook at Bescot including Bescot Crescent and Wednesbury Road","308083","5","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"122FWF580","River Wharfe at Wetherby","The Old Mill, Carpark, Tennis Club, Ings House, The Boat House, Wetherby Grange and the Flint Mill","135608","5","A","Flood Warning","Yorkshire","2017-12-08","2018-02-21"
"033FWF3FORD03","Ford Brook at Rushall","Ford Brook at Rushall from Coronation Road to Cartbridge Lane South","308193","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"033FWF3HAMPS001","River Hamps at Waterhouses","River Hamps at Waterhouses including Leek Road area","308085","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3HATTON","River Dove at Hatton","River Dove at Hatton including Hatton village and Uttoxeter Road area","308086","5","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"033FWF3HILT001","Hilton Brook at Sutton on the Hill and Uttoxeter Road Hilton","Hilton Brook at Sutton on the Hill and Uttoxeter Road, Hilton","308087","4","A","Flood Warning","West Midlands","2012-12-05","2013-02-20"
"033FWF3HILT002","Hilton Brook at Hilton","Hilton Brook at Hilton including Common Lane, The Mease and Welland Road areas","308088","2","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"122FWF583","Bramham Beck at Bramham","The Square, New Road, Firbeck Road","135609","5","A","Flood Warning","Yorkshire","2017-12-13","2018-02-21"
"033FWF3ITCHEN","River Itchen at Long Itchington","River Itchen at Long Itchington including Church Road and Stonebridge Lane areas","308089","5","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3LEAM001","River Leam at Grandborough and Kites Hardwick","River Leam at Grandborough and Kites Hardwick including Hill Road, Sawbridge Road and Main Street in Grandborough and Southam Road in Kites Hardwick","308090","5","A","Flood Warning","West Midlands","2012-08-08","2012-10-24"
"122FWF585","River Wharfe at Tadcaster","Residential and commercial properties along the River Wharfe at Tadcaster including Bridge Street and Commercial Street","135700","5","A","Flood Warning","Yorkshire","2021-02-19","2021-02-19"
"033FWF3LEAM002","River Leam at Marton","River Leam at Marton including Coventry Road, North Street and Birdingbury Road","308091","5","A","Flood Warning","West Midlands","2011-12-01","2021-02-22"
"033FWF3LEAMINGTON1","River Leam at Leamington A","River Leam at Leamington including Mill Gardens area, Royal Pump Rooms, Pump Rooms Gardens, parts of Dormer Place and parts of Riverside, Adelaide Road","308093","6","A","Flood Warning","West Midlands","2012-08-08","2012-10-24"
"033FWF3LEAMINGTON2","River Leam at Leamington B","River Leam at Leamington including parts of Leam Terrace, Willes Road, Mill Road, Parade and Dormer Place","308094","5","A","Flood Warning","West Midlands","2012-08-08","2012-10-24"
"033FWF3LEAMINGTON3","River Leam at Leamington C","River Leam at Leamington including parts of Gullimans Way, Leam Terrace, Priory Terrace, Victoria Terrace, Bath Street, High Street, Euston Place, Dormer Place, Riverside and Princes Drive areas","308095","2","A","Flood Warning","West Midlands","2011-07-28","2011-11-03"
"033FWF3LYME01","Lyme Brook at Newcastle under Lyme and Trent Vale","Lyme Brook at Newcastle under Lyme and Trent Vale including Silverdale Road, Stanier Street, St Pauls Road, Orme Road, Pool Dam, Hatrell Street, Brook Lane, Lyme Valley Road and Sports Grounds off Rosetree Avenue","308097","6","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"033FWF3MART001","Marchington Brook at Marchington","Marchington Brook at Marchington including Church Lane and Church Close","308098","4","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"033FWF3MEASE01","Gilwiskaw Brook at Packington","Gilwiskaw Brook at Packington including Mill Street and Brook Close","308099","4","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3MEASE02","River Mease at Measham and Netherseal","River Mease at Measham and Netherseal including Huntingdon Way, Mallard Close, Siskin Close, Wordsworth Way and Burns Close in Measham and Stretton Bridge and Mill Farm in Netherseal","308100","5","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3MEASE03","River Mease at Clifton Campville, Harlaston and Croxall","River Mease at Clifton Campville, Harlaston and Croxall including Main Street and Lullington Road in Clifton Campville, Main Road in Harlaston and The Hall at Croxall","308101","5","A","Flood Warning","West Midlands","2011-07-27","2011-11-03"
"033FWF3PENK001","River Penk at Coven","River Penk at Coven","308102","5","A","Flood Warning","West Midlands","2013-11-27","2014-03-05"
"033FWF3PENK004","River Penk at Congreve and Water Eaton","River Penk at Congreve and Water Eaton including Engleton Mill Lane at Brewood","308104","4","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"033FWF3PENK005","River Penk at Penkridge","River Penk at Penkridge including Stone Cross, Pinfold Lane, Crown Bridge, Mill Street and Stanford Close","308105","6","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"033FWF3PENK007","River Penk at Acton Bridge","River Penk at Acton Bridge","308106","3","A","Flood Warning","West Midlands","2011-03-23","2011-06-22"
"033FWF3PLANTS","Plants Brook at Sutton Coldfield","Plants Brook at Sutton Coldfield from Clifton Road to Ebrook Road","308200","1","A","Flood Warning","West Midlands","2022-10-12","2022-10-12"
"033FWF3REA001","River Rea at Longbridge","River Rea at Longbridge from Bristol Road South to Peters Avenue including Mill Lane","308107","6","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"012FWCTL19A","Lancashire coastline at Over Wyre, affecting Pilling Lane, Knott-End-on-Sea and Cote Walls Farm","Pilling Lane, Knott-End-on-Sea and Cote Walls Farm","302079","2","A","Flood Warning","Cumbria and Lancashire","2017-08-07","2017-10-19"
"033FWF3REA002","River Rea at Northfield","River Rea at Northfield including Station Road, Middlemore Road, Abbeydale Road, Moor Leasow, Wychall Road and Westcroft Grove","308108","8","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"033FWF3REA003","River Rea at Kings Norton","River Rea at Kings Norton including Catesby Park, Parkview Trading Estate and Kings Norton Business Centre","308109","7","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"033FWF3REA004","River Rea at Lifford","River Rea at Lifford including Tunnel Lane, Reaside Crescent, Brandwood Park Road and Allens Croft Road","308110","6","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"122FWB041","River Hull and Humber estuary at Hull City Centre","Properties adjacent to the River Hull","303112","13","A","Flood Warning","Yorkshire","2018-06-15","2018-08-22"
"033FWF3REA006","River Rea at Stirchley","River Rea at Stirchley including Cartland Road and Dogpool Lane areas, the Avenues and Sir John's Road","308112","8","A","Flood Warning","West Midlands","2017-05-25","2017-08-02"
"033FWF3REA007","River Rea at Calthorpe","River Rea at Calthorpe from Willows Crescent to Balsall Heath Road","308113","3","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"033FWF3REA008","River Rea at Edgbaston","River Rea at Edgbaston from Tally Ho to Constance Road","308114","6","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"122FWB106","Holderness Drain at East Carr and the Ings","Properties on and around Dunvegan Road and East Carr Road","303093","15","A","Flood Warning","Yorkshire","2018-02-23","2018-05-23"
"033FWF3REA009","River Rea at Highgate, Deritend and Digbeth","River Rea at Highgate, Deritend & Digbeth from Balsall Heath Road to Lawley Middleway","308115","4","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"033FWF3REA010","River Rea at Vauxhall, Saltley and Nechells","River Rea at Vauxhall, Saltley & Nechells from Lauder Street to A47 including Saltley Business Park","308116","3","A","Flood Warning","West Midlands","2017-04-11","2017-04-11"
"033FWF3RID002","Ridings Brook at Bridgetown, Cannock","Ridings Brook at Bridgetown, Cannock including parts of Walsall Road and Longford Industrial Estate","308118","6","A","Flood Warning","West Midlands","2021-05-19","2021-05-19"
